 t avg_prod_f avg_k_f avg_a_f avg_l_f avg_prod_ex avg_k_ex avg_a_ex avg_l_ex
  93.0000000   1.3154019 142.0871648 -35.7765559   5.4239819   0.9122893  14.6145435  -7.4934092   1.9010018
  94.0000000   1.3153787 142.0949093 -35.7783957   5.4240038   0.9122919  14.6154260  -7.4916231   1.9010236
  95.0000000   1.3153617 142.1020027 -35.7810387   5.4240249   0.9122924  14.6161665  -7.4896192   1.9010418
  96.0000000   1.3153456 142.1083678 -35.7844124   5.4240345   0.9122929  14.6169054  -7.4876623   1.9010593
  97.0000000   1.3153306 142.1141237 -35.7883992   5.4240376   0.9122933  14.6176538  -7.4858397   1.9010769
  98.0000000   1.3153096 142.1195241 -35.7930275   5.4240301   0.9122961  14.6184454  -7.4845865   1.9010951
  99.0000000   1.3152895 142.1246975 -35.7982720   5.4240232   0.9122982  14.6192089  -7.4834542   1.9011118
 100.0000000   1.3152700 142.1296312 -35.8040771   5.4240132   0.9123004  14.6198867  -7.4823408   1.9011260
 101.0000000   1.3152509 142.1342980 -35.8104072   5.4240049   0.9123016  14.6205992  -7.4815406   1.9011401
 102.0000000   1.3152326 142.1387991 -35.8171645   5.4240003   0.9123029  14.6212428  -7.4807617   1.9011531
 103.0000000   1.3152147 142.1431372 -35.8243178   5.4239888   0.9123040  14.6218703  -7.4800776   1.9011645
 104.0000000   1.3151957 142.1474069 -35.8318077   5.4239826   0.9123054  14.6224996  -7.4796022   1.9011766
 105.0000000   1.3151738 142.1517010 -35.8396874   5.4239750   0.9123077  14.6231518  -7.4794570   1.9011884
 106.0000000   1.3151573 142.1559236 -35.8478686   5.4239722   0.9123077  14.6237170  -7.4790660   1.9011976
 107.0000000   1.3151395 142.1600748 -35.8562775   5.4239722   0.9123083  14.6242720  -7.4788708   1.9012072
 108.0000000   1.3151187 142.1643145 -35.8649226   5.4239683   0.9123099  14.6248566  -7.4789946   1.9012166
 109.0000000   1.3151033 142.1686027 -35.8736829   5.4239735   0.9123093  14.6253733  -7.4788351   1.9012241
