 t avg_prod_f avg_k_f avg_a_f avg_l_f avg_prod_ex avg_k_ex avg_a_ex avg_l_ex
  97.0000000   1.3146475 142.3208935 -36.2803310   5.4257109   0.9122677  14.6339556  -7.5194593   1.9013413
  98.0000000   1.3146400 142.3230494 -36.2876496   5.4257034   0.9122687  14.6342353  -7.5195669   1.9013462
  99.0000000   1.3146327 142.3251231 -36.2950412   5.4257023   0.9122695  14.6345063  -7.5196994   1.9013516
 100.0000000   1.3146257 142.3271171 -36.3024883   5.4256958   0.9122701  14.6347682  -7.5198648   1.9013559
 101.0000000   1.3146189 142.3290846 -36.3099219   5.4256961   0.9122706  14.6350258  -7.5200523   1.9013609
 102.0000000   1.3146123 142.3310238 -36.3173343   5.4256930   0.9122710  14.6352730  -7.5202638   1.9013649
 103.0000000   1.3146058 142.3329261 -36.3247259   5.4256877   0.9122714  14.6355083  -7.5205033   1.9013681
 104.0000000   1.3146046 142.3346702 -36.3319944   5.4256901   0.9122702  14.6356553  -7.5203309   1.9013704
 105.0000000   1.3145986 142.3364049 -36.3391244   5.4256829   0.9122706  14.6359099  -7.5206570   1.9013744
 106.0000000   1.3145877 142.3384564 -36.3461243   5.4256792   0.9122728  14.6361900  -7.5212717   1.9013791
 107.0000000   1.3145752 142.3414209 -36.3525031   5.4256901   0.9122752  14.6363975  -7.5221303   1.9013823
 108.0000000   1.3145693 142.3440371 -36.3592395   5.4257037   0.9122743  14.6365471  -7.5225661   1.9013824
 109.0000000   1.3145653 142.3471648 -36.3652214   5.4257252   0.9122734  14.6366977  -7.5228411   1.9013826
 110.0000000   1.3145514 142.3502661 -36.3713540   5.4257417   0.9122764  14.6368952  -7.5237395   1.9013854
 111.0000000   1.3145390 142.3540699 -36.3772010   5.4257759   0.9122781  14.6372001  -7.5245491   1.9013907
 112.0000000   1.3145399 142.3579182 -36.3829297   5.4258146   0.9122742  14.6372175  -7.5246089   1.9013864
 113.0000000   1.3145412 142.3616980 -36.3879302   5.4258500   0.9122714  14.6372598  -7.5245932   1.9013843
 114.0000000   1.3146108 142.3634214 -36.3915870   5.4258878   0.9122460  14.6366309  -7.5196558   1.9013660
 115.0000000   1.3145518 142.3655264 -36.3959724   5.4258174   0.9122716  14.6376083  -7.5235911   1.9013930
 116.0000000   1.3145630 142.3694550 -36.3993276   5.4258505   0.9122664  14.6376677  -7.5228289   1.9013897
 117.0000000   1.3145883 142.3727034 -36.4018289   5.4258738   0.9122582  14.6376279  -7.5208481   1.9013879
 118.0000000   1.3145748 142.3763354 -36.4036986   5.4258699   0.9122647  14.6379192  -7.5218286   1.9013922
 119.0000000   1.3143695 142.3864188 -36.4074718   5.4258856   0.9123315  14.6408222  -7.5369214   1.9014547
 120.0000000   1.3142944 142.4499845 -36.8144117   5.4269029   0.9122527  14.6421028  -7.5652887   1.9014675
