 t avg_prod_f avg_k_f avg_a_f avg_l_f avg_prod_ex avg_k_ex avg_a_ex avg_l_ex
  92.0000000   1.3703824  89.3516224 -12.2958902   2.6963847   1.0777349   3.3833722  -9.3228678   0.8828715
  93.0000000   1.3703658  89.3659624 -12.2905706   2.6964972   1.0777469   3.3833512  -9.3204935   0.8828707
  94.0000000   1.3703509  89.3796643 -12.2864229   2.6966072   1.0777539   3.3834215  -9.3183012   0.8828732
  95.0000000   1.3703372  89.3933476 -12.2826240   2.6967184   1.0777775   3.3835165  -9.3140214   0.8828781
  96.0000000   1.3703241  89.4065560 -12.2789164   2.6968256   1.0777757   3.3836280  -9.3127747   0.8828809
  97.0000000   1.3703127  89.4192150 -12.2754954   2.6969307   1.0778003   3.3844779  -9.3074363   0.8828990
  98.0000000   1.3703015  89.4313396 -12.2724824   2.6970303   1.0778167   3.3850940  -9.3040402   0.8829155
  99.0000000   1.3702902  89.4428003 -12.2699055   2.6971241   1.0778211   3.3855698  -9.3011181   0.8829240
 100.0000000   1.3702802  89.4539664 -12.2679277   2.6972185   1.0778251   3.3858283  -9.2990551   0.8829306
 101.0000000   1.3702713  89.4647521 -12.2664921   2.6973107   1.0778233   3.3859475  -9.2977748   0.8829337
 102.0000000   1.3702637  89.4755582 -12.2646688   2.6974083   1.0778288   3.3862079  -9.2957042   0.8829401
 103.0000000   1.3702570  89.4854799 -12.2636406   2.6975000   1.0778502   3.3872875  -9.2904003   0.8829616
 104.0000000   1.3702500  89.5018608 -12.2562455   2.6977941   1.0764611   3.4972194  -9.1829202   0.8861541
 105.0000000   1.3702244  89.4867320 -12.2623987   2.6973180   1.0781878   3.3858430  -9.2860756   0.8828985
 106.0000000   1.3702276  89.5042672 -12.2596613   2.6976281   1.0766666   3.4949061  -9.1808329   0.8860743
 107.0000000   1.3702103  89.4997008 -12.2595007   2.6974169   1.0768629   3.4952414  -9.1779815   0.8860699
 108.0000000   1.3701984  89.4983468 -12.2594676   2.6972759   1.0770476   3.4922788  -9.1791413   0.8859726
 109.0000000   1.3701944  89.5010777 -12.2593569   2.6972318   1.0771053   3.4926967  -9.1766480   0.8859808
 110.0000000   1.3701921  89.5047348 -12.2592376   2.6972114   1.0771565   3.4926196  -9.1754395   0.8859758
 111.0000000   1.3701917  89.5092841 -12.2590686   2.6972146   1.0771905   3.4928278  -9.1739894   0.8859795
 112.0000000   1.3701923  89.5143712 -12.2592108   2.6972329   1.0772265   3.4930385  -9.1717237   0.8859850
 113.0000000   1.3701933  89.5196261 -12.2593683   2.6972598   1.0772458   3.4931901  -9.1707721   0.8859882
 114.0000000   1.3701952  89.5251946 -12.2596385   2.6972967   1.0772655   3.4932888  -9.1696624   0.8859916
 115.0000000   1.3701976  89.5309320 -12.2601360   2.6973408   1.0772808   3.4933962  -9.1686746   0.8859951
 116.0000000   1.3702004  89.5367585 -12.2604450   2.6973915   1.0772953   3.4935242  -9.1675344   0.8859995
 117.0000000   1.3702035  89.5426235 -12.2608575   2.6974550   1.0773388   3.5020683  -9.1581843   0.8862577
 118.0000000   1.3702098  89.5497481 -12.2611557   2.6975375   1.0772912   3.5055823  -9.1496630   0.8863627
 119.0000000   1.3702081  89.5538185 -12.2615438   2.6975539   1.0773476   3.5050978  -9.1470257   0.8863401
 120.0000000   1.3704686  89.4267313 -12.3892692   2.6962902   1.0781073   3.5204982  -9.1363591   0.8868980
