 t avg_prod_f avg_k_f avg_a_f avg_l_f avg_prod_ex avg_k_ex avg_a_ex avg_l_ex
  62.0000000   1.4566012  94.7514385 -16.4582555   2.8473216   1.0137041  12.7335701 -24.0673560   1.0800596
  63.0000000   1.4565114  94.8115043 -16.4474367   2.8481817   1.0133733  12.7156471 -24.1024803   1.0793923
  64.0000000   1.4564306  94.8699887 -16.4360349   2.8490519   1.0126524  12.7018012 -24.1760179   1.0786660
  65.0000000   1.4563434  94.9213951 -16.4247008   2.8497565   1.0122513  12.6885537 -24.2320740   1.0780886
  66.0000000   1.4562586  94.9694113 -16.4126512   2.8503974   1.0118211  12.6905844 -24.2580981   1.0779933
  67.0000000   1.4561777  95.0138064 -16.4010870   2.8509738   1.0115076  12.6887586 -24.2772542   1.0778137
  68.0000000   1.4560986  95.0553596 -16.3896602   2.8514926   1.0112318  12.6890295 -24.2933807   1.0776793
  69.0000000   1.4560215  95.0937922 -16.3786602   2.8519691   1.0110221  12.6854721 -24.3077602   1.0774905
  70.0000000   1.4559480  95.1303199 -16.3675974   2.8524217   1.0108752  12.6852439 -24.3113244   1.0773920
  71.0000000   1.4558748  95.1641317 -16.3581239   2.8528236   1.0107003  12.6828623 -24.3395854   1.0772601
  72.0000000   1.4558051  95.1962943 -16.3483900   2.8531938   1.0110733  12.6982424 -24.2762709   1.0779338
  73.0000000   1.4557480  95.2306385 -16.3402725   2.8536054   1.0107521  12.6864605 -24.3191564   1.0774411
  74.0000000   1.4556858  95.2611781 -16.3317839   2.8539659   1.0105975  12.6830471 -24.3359086   1.0772760
  75.0000000   1.4556260  95.2908124 -16.3227915   2.8542994   1.0104794  12.6821309 -24.3389771   1.0772021
  76.0000000   1.4555677  95.3185947 -16.3143218   2.8546084   1.0103818  12.6823469 -24.3404388   1.0771488
  77.0000000   1.4555115  95.3448657 -16.3065014   2.8548892   1.0102974  12.6805142 -24.3418234   1.0770795
  78.0000000   1.4554581  95.3700451 -16.2999271   2.8551496   1.0102376  12.6809914 -24.3611430   1.0770528
  79.0000000   1.4554062  95.3938662 -16.2935398   2.8553989   1.0101825  12.6799770 -24.3586925   1.0770126
  80.0000000   1.4553570  95.4172430 -16.2868740   2.8556326   1.0101233  12.6797189 -24.3547965   1.0769837
  81.0000000   1.4553101  95.4386901 -16.2817693   2.8558412   1.0100742  12.6792299 -24.3536152   1.0769514
  82.0000000   1.4552659  95.4591231 -16.2771131   2.8560514   1.0100375  12.6791189 -24.3484114   1.0769330
  83.0000000   1.4552237  95.4786708 -16.2735706   2.8562663   1.0100116  12.6792756 -24.3425367   1.0769273
  84.0000000   1.4551831  95.5001770 -16.2676258   2.8564902   1.0099854  12.6791820 -24.3385493   1.0769147
  85.0000000   1.4551443  95.5207090 -16.2623166   2.8566985   1.0099503  12.6795988 -24.3377935   1.0769091
  86.0000000   1.4551079  95.5404692 -16.2579931   2.8568953   1.0099472  12.6815011 -24.3414912   1.0769379
  87.0000000   1.4550713  95.5591886 -16.2543336   2.8570735   1.0099430  12.6829492 -24.3259554   1.0769600
  88.0000000   1.4550350  95.5768981 -16.2510796   2.8572355   1.0099395  12.6836529 -24.3070018   1.0769748
  89.0000000   1.4549988  95.5934988 -16.2487463   2.8573806   1.0099212  12.6838431 -24.2969441   1.0769748
  90.0000000   1.4549641  95.6089369 -16.2473084   2.8575096   1.0099031  12.6850638 -24.2861708   1.0769861
  91.0000000   1.4549306  95.6239183 -16.2461010   2.8576301   1.0098770  12.6858272 -24.2821863   1.0769851
  92.0000000   1.4548992  95.6384394 -16.2455498   2.8577445   1.0098699  12.6855590 -24.2736528   1.0769806
  93.0000000   1.4548688  95.6523782 -16.2452024   2.8578510   1.0098544  12.6868962 -24.2632755   1.0769916
  94.0000000   1.4548397  95.6654793 -16.2455872   2.8579478   1.0098329  12.6881998 -24.2609472   1.0769953
  95.0000000   1.4548127  95.6783602 -16.2461988   2.8580420   1.0098198  12.6898603 -24.2599891   1.0770075
  96.0000000   1.4547869  95.6909913 -16.2476185   2.8581327   1.0098099  12.6920770 -24.2561790   1.0770259
  97.0000000   1.4547624  95.7027452 -16.2490743   2.8582133   1.0097981  12.6933357 -24.2542705   1.0770330
  98.0000000   1.4547393  95.7146327 -16.2509365   2.8582971   1.0097891  12.6949426 -24.2513652   1.0770461
  99.0000000   1.4547173  95.7262323 -16.2524369   2.8583770   1.0097940  12.6965045 -24.2438306   1.0770662
 100.0000000   1.4546957  95.7374614 -16.2539209   2.8584567   1.0097867  12.7015672 -24.2360910   1.0771625
 101.0000000   1.4546750  95.7485895 -16.2560529   2.8585344   1.0098119  12.7042806 -24.2403598   1.0772278
 102.0000000   1.4546550  95.7593705 -16.2583464   2.8586090   1.0097906  12.7062291 -24.2318022   1.0772732
 103.0000000   1.4546354  95.7694300 -16.2609061   2.8586747   1.0097905  12.7073533 -24.2268374   1.0772829
 104.0000000   1.4546170  95.7798127 -16.2630899   2.8587444   1.0097932  12.7062180 -24.2205451   1.0772804
 105.0000000   1.4545987  95.7897575 -16.2653522   2.8588067   1.0097820  12.7065489 -24.2120403   1.0772833
 106.0000000   1.4545814  95.7993908 -16.2678923   2.8588679   1.0097887  12.7071808 -24.2055696   1.0773009
 107.0000000   1.4545651  95.8092555 -16.2702484   2.8589329   1.0098694  12.7004604 -24.1678313   1.0772415
 108.0000000   1.4545471  95.8187690 -16.2727067   2.8589973   1.0097938  12.7008187 -24.1648586   1.0772337
 109.0000000   1.4545324  95.8279815 -16.2755140   2.8590576   1.0103419  12.7195458 -24.0931905   1.0780868
 110.0000000   1.4545300  95.8415810 -16.2792664   2.8592027   1.0103769  12.7170449 -24.0995854   1.0780405
 111.0000000   1.4545259  95.8553385 -16.2824741   2.8593530   1.0102754  12.7232465 -24.1083859   1.0781812
 112.0000000   1.4545175  95.8673518 -16.2855685   2.8594704   1.0102489  12.7208419 -24.1167724   1.0780841
 113.0000000   1.4545075  95.8791624 -16.2878579   2.8595832   1.0102004  12.7206037 -24.1213026   1.0780670
 114.0000000   1.4544960  95.8901869 -16.2901543   2.8596794   1.0101694  12.7185012 -24.1133546   1.0780299
 115.0000000   1.4544836  95.9011736 -16.2918376   2.8597687   1.0101473  12.7148108 -24.1017182   1.0779798
 116.0000000   1.4544713  95.9116405 -16.2935930   2.8598497   1.0101502  12.7066620 -24.0645287   1.0778986
 117.0000000   1.4544578  95.9216637 -16.2954116   2.8599225   1.0100885  12.7042826 -24.0595104   1.0778425
 118.0000000   1.4544474  95.9317885 -16.2971530   2.8599908   1.0100628  12.7038429 -24.0620183   1.0778214
 119.0000000   1.4544382  95.9416144 -16.2982450   2.8600700   1.0100469  12.7040918 -24.0642781   1.0778136
 120.0000000   1.4541704  96.0104893 -16.7380735   2.8604497   1.0101239  12.7329261 -24.2328772   1.0777423
