 t avg_prod_f avg_k_f avg_a_f avg_l_f avg_prod_ex avg_k_ex avg_a_ex avg_l_ex
 104.0000000   1.4551370  95.6091822 -16.2172108   2.8576223   1.0101045  12.6868360 -24.3060186   1.0771569
 105.0000000   1.4551069  95.6225875 -16.2161657   2.8577091   1.0100958  12.6894422 -24.2910065   1.0771862
 106.0000000   1.4550776  95.6347917 -16.2159562   2.8577797   1.0101000  12.6892982 -24.2696053   1.0771937
 107.0000000   1.4550482  95.6468177 -16.2157899   2.8578432   1.0100692  12.6906861 -24.2604939   1.0771975
 108.0000000   1.4550208  95.6590326 -16.2155997   2.8579082   1.0100711  12.6931072 -24.2453854   1.0772240
 109.0000000   1.4549935  95.6702562 -16.2161906   2.8579608   1.0100499  12.6945536 -24.2352042   1.0772270
 110.0000000   1.4549679  95.6816214 -16.2174209   2.8580132   1.0100355  12.6962841 -24.2280736   1.0772362
 111.0000000   1.4549434  95.6936261 -16.2179771   2.8580734   1.0100228  12.6980740 -24.2211758   1.0772456
 112.0000000   1.4549201  95.7052203 -16.2181112   2.8581306   1.0100085  12.6993877 -24.2183327   1.0772485
 113.0000000   1.4548982  95.7162440 -16.2187650   2.8581800   1.0105680  12.7179109 -24.1408423   1.0780989
 114.0000000   1.4548883  95.7317790 -16.2203119   2.8583148   1.0106170  12.7148772 -24.1359558   1.0780583
 115.0000000   1.4548754  95.7472752 -16.2211941   2.8584639   1.0105021  12.7194407 -24.1376912   1.0781706
 116.0000000   1.4548594  95.7623361 -16.2215106   2.8585933   1.0104875  12.7200624 -24.1437582   1.0781553
 117.0000000   1.4548409  95.7767847 -16.2212276   2.8587203   1.0104739  12.7158730 -24.1128891   1.0781368
 118.0000000   1.4548206  95.7911315 -16.2202123   2.8588064   1.0103605  12.7156963 -24.1116448   1.0781018
 119.0000000   1.4548034  95.8047408 -16.2194867   2.8589177   1.0103482  12.7151245 -24.1090797   1.0780888
 120.0000000   1.4541704  96.0104893 -16.7380735   2.8604497   1.0101239  12.7329261 -24.2328772   1.0777423
